nome,nicho,cidade,telefone,site,rating,qtd_reviews,score_oportunidade,motivo_abordagem,status,notas,mensagem_sugerida
"Barbearia Barber Club","barbearia","Franca, SP","(16) 99167-6818","https://www.instagram.com/barberclubfranca?igshid=Zjc2ZTc4Nzk=","5","189","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Barber Club — 189 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Mr.Jones","barbearia","Franca, SP","(16) 99429-1356","http://facebook.com.br/barbeariamrjones","5","88","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Mr.Jones — 88 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Dra. Paola Melo Pienezza","estética facial","Franca, SP","(16) 99262-8093","http://www.pienezzadermoestetica.com.br/","5","48","30","so_rede_social","não contatado","","Oi! Vi o Dra. Paola Melo Pienezza — 48 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica FisioBeauty - Dra. Lidiane Taveira","estética facial","Franca, SP","(16) 99154-5203","http://www.fisiobeauty.com.br/","4.9","35","30","so_rede_social","não contatado","","Oi! Vi o Clínica FisioBeauty - Dra. Lidiane Taveira — 35 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Estética Avançada - Dra Mônica Barbosa","estética facial","Franca, SP","(16) 99226-9463","http://dramonicabarbosa.com.br/home","5","40","30","so_rede_social","não contatado","","Oi! Vi o Estética Avançada - Dra Mônica Barbosa — 40 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Terra do Pet - São Vicente","pet shop","Franca, SP","(16) 3724-1309","http://www.terradopet.com.br/","4.7","39","30","so_rede_social","não contatado","","Oi! Vi o Terra do Pet - São Vicente — 39 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Premium Pet Shop","pet shop","Franca, SP","(16) 98163-0381","https://www.instagram.com/premium.agropet?igsh=MTR4cXhzdDU1MXBjbQ%3D%3D&utm_source=qr","5","51","30","so_rede_social","não contatado","","Oi! Vi o Premium Pet Shop — 51 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Goiás Rural Pet Shop","pet shop","Franca, SP","(16) 3702-8366","https://www.instagram.com/goiasrural/","3.7","50","30","so_rede_social","não contatado","","Oi! Vi o Goiás Rural Pet Shop — 50 avaliações, nota 3.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"𝕭𝖆𝖗𝖇𝖊𝖆𝖗𝖎𝖆 𝕮𝖍𝖊𝖋𝖊 𝕯𝖆 𝕹𝖆𝖛𝖆𝖑𝖍𝖆","barbearia","Franca, SP","","https://www.facebook.com/Ivan-Barbearia-Barbershop-108434833194002/?pnref=story","5","59","30","so_rede_social","não contatado","","Oi! Vi o 𝕭𝖆𝖗𝖇𝖊𝖆𝖗𝖎𝖆 𝕮𝖍𝖊𝖋𝖊 𝕯𝖆 𝕹𝖆𝖛𝖆𝖑𝖍𝖆 — 59 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Marcelo Barbearia","barbearia","Franca, SP","(16) 99103-7090","https://www.instagram.com/marcelo_barber5283/","5","186","30","so_rede_social","não contatado","","Oi! Vi o Marcelo Barbearia — 186 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Blindao Barber Shop franca sp","barbearia","Franca, SP","(16) 99119-2481","https://instagram.com/blindaobarbershop?utm_medium=copy_link","4.9","87","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Blindao Barber Shop franca sp — 87 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Academia Monster Gym Franca","academia","Franca, SP","(16) 99259-4018","https://www.instagram.com/monstergymfranca/","4.8","214","30","so_rede_social","não contatado","","Oi! Vi o Academia Monster Gym Franca — 214 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Famosinho Burger","hamburgueria","Franca, SP","(16) 99200-6073","https://www.instagram.com/famosinho_burger?igsh=cjJxcTE5enBlb3Vn","4.6","256","30","so_rede_social","não contatado","","Oi! Vi o Famosinho Burger — 256 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Skyfit Academia Franca","academia","Franca, SP","(16) 98110-0987","https://instagram.com/skyfitfranca?igshid=MzRlODBiNWFlZA==","4.2","171","30","so_rede_social","não contatado","","Oi! Vi o Skyfit Academia Franca — 171 avaliações, nota 4.2, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"MIRRA ESTETICA LIMPEZA PELE PEELING MASSAGEM CRIOFREQUÊNCIA FLACIDEZ GORDURA LOCALIZADA ENZIMAS CELULITE ESTÉTICA FRANCA SP","estética facial","Franca, SP","(16) 99234-0018","https://www.facebook.com/DMirraEstetica/","5","212","30","so_rede_social","não contatado","","Oi! Vi o MIRRA ESTETICA LIMPEZA PELE PEELING MASSAGEM CRIOFREQUÊNCIA FLACIDEZ GORDURA LOCALIZADA ENZIMAS CELULITE ESTÉTICA FRANCA SP — 212 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Estética Gabriela Gonçalves - Franca SP","estética facial","Franca, SP","(16) 99289-4263","https://linktr.ee/EsteticaGabrielaGoncalves","5","175","30","so_rede_social","não contatado","","Oi! Vi o Estética Gabriela Gonçalves - Franca SP — 175 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Centro de Beleza Novo Stillo","salão de unhas","Franca, SP","(16) 99124-8913","https://linktr.ee/NovoStillo","5","151","30","so_rede_social","não contatado","","Oi! Vi o Centro de Beleza Novo Stillo — 151 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Imperial Agropet Matriz","pet shop","Franca, SP","","https://www.instagram.com/imperialagropet?igsh=bTdyamV4emdmbHMz","4.7","453","30","so_rede_social","não contatado","","Oi! Vi o Imperial Agropet Matriz — 453 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"HM Barbearia","barbearia","Franca, SP","(16) 99210-4022","https://www.instagram.com/hm_.barbearia?igsh=MWNwbjJlZjk2ZnEyNw==","5","221","30","so_rede_social","não contatado","","Oi! Vi o HM Barbearia — 221 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Rota do Pet","pet shop","Franca, SP","(16) 99098-3563","https://www.instagram.com/rotadopet_/","4.9","68","30","so_rede_social","não contatado","","Oi! Vi o Rota do Pet — 68 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"KDU ACADEMIA","academia","Franca, SP","(16) 99174-5539","https://www.facebook.com/EvoulutionGym/","4.9","301","30","so_rede_social","não contatado","","Oi! Vi o KDU ACADEMIA — 301 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Mineiro Sucos & Lanches","hamburgueria","Franca, SP","(16) 3722-2823","http://facebook.com/mineirosucos%20%20%20insta.%20mineiro_sucos","4.8","1320","30","so_rede_social","não contatado","","Oi! Vi o Mineiro Sucos & Lanches — 1320 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Pet Shop e Agropecuária - Palácio Rural","pet shop","Franca, SP","(16) 3701-2001","https://www.instagram.com/palacio.rural/","4.7","192","30","so_rede_social","não contatado","","Oi! Vi o Pet Shop e Agropecuária - Palácio Rural — 192 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Morgam's Barbearia e Cervejaria","barbearia","balneario camburiu , itajai , itapema","(47) 3056-3326","https://www.instagram.com/morgamsbarbearia/","4.9","97","30","so_rede_social","não contatado","","Oi! Vi o Morgam's Barbearia e Cervejaria — 97 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica Dra Laiana Schneider - Clínica You","estética facial","balneario camburiu , itajai , itapema","(47) 99259-0331","https://www.instagram.com/clinicayou","5","106","30","so_rede_social","não contatado","","Oi! Vi o Clínica Dra Laiana Schneider - Clínica You — 106 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Praia do Pet","pet shop","balneario camburiu , itajai , itapema","(47) 99743-2543","https://www.instagram.com/praiadopet/","5","180","30","so_rede_social","não contatado","","Oi! Vi o Praia do Pet — 180 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Dona Pet","pet shop","balneario camburiu , itajai , itapema","(47) 99642-3047","http://donapetbc.com.br/","4.3","31","30","so_rede_social","não contatado","","Oi! Vi o Dona Pet — 31 avaliações, nota 4.3, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Peteca Pet Park Boutique Balneario Camboriu","pet shop","balneario camburiu , itajai , itapema","(47) 3311-6238","https://www.instagram.com/peteca.pet/","4.7","73","30","so_rede_social","não contatado","","Oi! Vi o Peteca Pet Park Boutique Balneario Camboriu — 73 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Unhas Dessa (Designer de Unhas)","salão de unhas","itapema","(54) 99696-7528","https://www.instagram.com/unhas__dessa/profilecard/?igsh=amUzNmQwazV5bms5","5","72","30","so_rede_social","não contatado","","Oi! Vi o Unhas Dessa (Designer de Unhas) — 72 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Éclat by Rubia Albonico Esmalteria","salão de unhas","itapema","(47) 98837-8321","http://www.instagram.com/eclatrubia","5","64","30","so_rede_social","não contatado","","Oi! Vi o Éclat by Rubia Albonico Esmalteria — 64 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Pallazzo - Cabelo & Barba","barbearia","itapema","(47) 99290-3000","https://linktr.ee/pallazzobarbeariia?utm_source=linktree_profile_share","4.9","131","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Pallazzo - Cabelo & Barba — 131 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Junior's Meia Praia","barbearia","itapema","(47) 99124-4168","https://www.instagram.com/barbeariajuniorsmeiapraia/","4.8","161","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Junior's Meia Praia — 161 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia da Skina","barbearia","itapema","(48) 99961-8491","https://www.instagram.com/barbeariadaskina_/","5","61","30","so_rede_social","não contatado","","Oi! Vi o Barbearia da Skina — 61 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Sirena Hamburgueria Itapema","hamburgueria","itapema","(47) 98486-3228","https://www.instagram.com/sirenaitapema?igsh=MXhpdmd2ZTJxNmlvMQ==","4.5","215","30","so_rede_social","não contatado","","Oi! Vi o Sirena Hamburgueria Itapema — 215 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"The Chef's Burguer","hamburgueria","itapema","(47) 99757-2921","https://instagram.com/thechefsburger?igshid=rexggjg6za7d","4.6","57","30","so_rede_social","não contatado","","Oi! Vi o The Chef's Burguer — 57 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"💪Academia UFit Itapema - Morretes","academia","itapema","(47) 99984-3943","https://l.instagram.com/?u=https%3A%2F%2Flinklist.bio%2Fufitmorretes%3Futm_source%3Dig%26utm_medium%3Dsocial%26utm_content%3Dlink_in_bio%26fbclid%3DPAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGn6RXjd5imhjeg8QLV2DJNiyKLwVfPeeHo33KrGuf5yOm5fn7ow9PPOECz4qo_aem_ZYQhA2VVz6TUXCBx3iejEA&e=AT3yMto2LTh04uqrBBXbV9TYM_WzGUdDcS6iTbKsB9AMbIPvVo16rJFNbzJki7l0RUO8vbH45jXRE8VC6P05vALZu1eoFRc7_3lVWnAW8SBuStCB3JxURNZ6HA","4.7","298","30","so_rede_social","não contatado","","Oi! Vi o 💪Academia UFit Itapema - Morretes — 298 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Centro de Treinamento Classic","academia","itapema","(47) 99158-0463","http://instagram.com/classiccte","5","106","30","so_rede_social","não contatado","","Oi! Vi o Centro de Treinamento Classic — 106 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"All Black - Funcional e Muay Thai","academia","itapema","(47) 99699-8811","https://www.facebook.com/allblacktreinamento/?ref=br_rs","5","133","30","so_rede_social","não contatado","","Oi! Vi o All Black - Funcional e Muay Thai — 133 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica Estética Itapema Patrícia Matos","estética facial","itapema","(47) 99928-9108","https://www.instagram.com/patriciamatos.estetica?igsh=MW15eGIyOHZkMGhpag==","5","158","30","so_rede_social","não contatado","","Oi! Vi o Clínica Estética Itapema Patrícia Matos — 158 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Jiovialle Estética Avançada","estética facial","itapema","(47) 99202-0253","https://www.instagram.com/jiovialle","5","62","30","so_rede_social","não contatado","","Oi! Vi o Jiovialle Estética Avançada — 62 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Let's Pet Boutique - Pet Shop","pet shop","itapema","(47) 99670-9589","https://linktr.ee/letspetboutique","4.9","52","30","so_rede_social","não contatado","","Oi! Vi o Let's Pet Boutique - Pet Shop — 52 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Studio Animal","pet shop","itapema","(47) 99717-5356","https://www.facebook.com/Agropecuaria-e-Pet-Shop-Studio-Animal-351820964837190/","4.6","92","30","so_rede_social","não contatado","","Oi! Vi o Studio Animal — 92 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Kabaak Deck & Bar","Bares","itapema","(47) 99242-6078","http://instagram.com/kabaakdeckebar","4.4","1874","30","so_rede_social","não contatado","","Oi! Vi o Kabaak Deck & Bar — 1874 avaliações, nota 4.4, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Choperia e Petiscaria Coisas do Chico l Itapema - Meia Praia","Bares","itapema","(47) 3268-8126","https://instagram.com/coisasdochicochoperia?igshid=Yzg5MTU1MDY=","4.5","2776","30","so_rede_social","não contatado","","Oi! Vi o Choperia e Petiscaria Coisas do Chico l Itapema - Meia Praia — 2776 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Oba Oba Restaurante bar","Bares","itapema","(47) 99725-1091","https://www.facebook.com/ObaObaRestauranteBar/","4.6","3019","30","so_rede_social","não contatado","","Oi! Vi o Oba Oba Restaurante bar — 3019 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Villa Temple Sport","Bares","itapema","(44) 99841-9110","https://www.instagram.com/villatemplesport/","4.6","826","30","so_rede_social","não contatado","","Oi! Vi o Villa Temple Sport — 826 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Pé na Areia Bar e Petiscaria","Bares","itapema","","http://facebook.com/barpenaareiaa","4.7","298","30","so_rede_social","não contatado","","Oi! Vi o Pé na Areia Bar e Petiscaria — 298 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Garcia's Chopperia e Petiscaria","Bares","itapema","(47) 99725-3000","https://www.instagram.com/garciaschopperiaepetiscaria/","4.6","928","30","so_rede_social","não contatado","","Oi! Vi o Garcia's Chopperia e Petiscaria — 928 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Smoke Drink Lounge","Bares","itapema","(47) 99909-5705","https://www.instagram.com/smokedrink_lounge?igsh=MWVoYmRva3Rpd3pqNw==","4.6","555","30","so_rede_social","não contatado","","Oi! Vi o Smoke Drink Lounge — 555 avaliações, nota 4.6, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Liliane Pereira| Manicure","salão de unhas","Franca, SP","(16) 99159-0568","https://online.maapp.com.br/Lilianepereiranails","5","20","25","poucas_reviews","não contatado","","Oi! Vi o Liliane Pereira| Manicure aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Barbearia em Franca - Luan Costa","barbearia","Franca, SP","(16) 99204-7967","https://chat.inbarberapp.com/?id=21ae52bf-c3ee-45ab-87da-80be7df0d254","5","23","25","poucas_reviews","não contatado","","Oi! Vi o Barbearia em Franca - Luan Costa aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Academia em Franca","academia","Franca, SP","","https://www.fitsse.com.br/","","","25","poucas_reviews","não contatado","","Oi! Vi o Academia em Franca aqui em Franca, ótima nota (-⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"The Hill Capital | BTG Pactual - Franca","investimentos","Franca, SP","(16) 3727-7845","https://www.thehill.capital/","","","25","poucas_reviews","não contatado","","Oi! Vi o The Hill Capital | BTG Pactual - Franca aqui em Franca, ótima nota (-⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"GKON CONSÓRCIOS & INVESTIMENTOS","investimentos","Franca, SP","(16) 99202-2048","https://gkonconsorcios.com.br/","5","16","25","poucas_reviews","não contatado","","Oi! Vi o GKON CONSÓRCIOS & INVESTIMENTOS aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Roots Burguer","hamburgueria","Franca, SP","(16) 99464-1174","https://wa.me/c/5516994641174","4.8","17","25","poucas_reviews","não contatado","","Oi! Vi o Roots Burguer aqui em Franca, ótima nota (4.8⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Academia BlueFit Franca","academia","Franca, SP","(11) 93234-0182","https://www.bluefit.com.br/unidade/franca","4.8","24","25","poucas_reviews","não contatado","","Oi! Vi o Academia BlueFit Franca aqui em Franca, ótima nota (4.8⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Aumiau Petshop - Banho, Tosa & Hospedagem","pet shop","balneario camburiu , itajai , itapema","(47) 99217-8900","https://aumiau.com.br/","5","23","25","poucas_reviews","não contatado","","Oi! Vi o Aumiau Petshop - Banho, Tosa & Hospedagem aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Cristal Burguer","hamburgueria","itapema","(47) 98810-6342","https://app.cardapioweb.com/cristal_burguer","5","28","25","poucas_reviews","não contatado","","Oi! Vi o Cristal Burguer aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Harmonização facial - Dra. Renata Waltrick Arruda","estética facial","itapema","(47) 99188-6668","https://www.drarenatawaltrick.com.br/","5","23","25","poucas_reviews","não contatado","","Oi! Vi o Harmonização facial - Dra. Renata Waltrick Arruda aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Derma Up | Clínica Estética em Itapema - Botox | Preenchimento Labial","estética facial","itapema","(47) 99273-8494","https://wa.me/5547992738494","5","15","25","poucas_reviews","não contatado","","Oi! Vi o Derma Up | Clínica Estética em Itapema - Botox | Preenchimento Labial aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Inkér Estética Avançada - Clinica Itapema","estética facial","itapema","(47) 99728-1084","https://wa.me/5547997281084","5","25","25","poucas_reviews","não contatado","","Oi! Vi o Inkér Estética Avançada - Clinica Itapema aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Austin Barbearia","barbearia","Ribeirão Preto, SP","(16) 3442-3474","http://www.austinbarbearia.com.br/","4.9","277","20","so_rede_social","não contatado","","Oi! Vi o Austin Barbearia — 277 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Tchellus Burger PZ Ecomall - Balneário Camboriú","hamburgueria","balneario camburiu , itajai , itapema","(47) 99779-5427","http://www.ifood.com.br/delivery/balneario-camboriu-sc/tchellus-burger-centro/34e20895-1602-4dd2-95c5-471386b36272","4.9","950","20","so_rede_social","não contatado","","Oi! Vi o Tchellus Burger PZ Ecomall - Balneário Camboriú — 950 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Faciolli","barbearia","Franca, SP","(16) 98108-9083","http://bit.ly/phone5516993924554","5","84","20","so_rede_social","não contatado","","Oi! Vi o Barbearia Faciolli — 84 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"General Pepper Restaurante Hamburgueria","hamburgueria","balneario camburiu , itajai , itapema","(47) 3344-0728","http://www.generalpepper.com.br/","4.5","2590","20","so_rede_social","não contatado","","Oi! Vi o General Pepper Restaurante Hamburgueria — 2590 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Madero Steak House","hamburgueria","balneario camburiu , itajai , itapema","(47) 3514-0528","http://www.restaurantemadero.com.br/","4.5","5664","20","so_rede_social","não contatado","","Oi! Vi o Madero Steak House — 5664 avaliações, nota 4.5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
